Trump Fans Not Sure How to Handle Civility of Pence Cemetery Speech,U.S.,11.jpg    http://satirev.org/sites/default/files/styles/large/public/field/image/Cemetery_Vandalized-Missouri_64411.jpg-2e885_c0-58-2000-1224_s885x516.jpg?itok=sMQ_Q0j6    http://satirev.org/sites/default/files/styles/large/public/field/image/Cemetery_Vandalized-Missouri_64411.jpg-2e885_c0-58-2000-1224_s885x516.jpg?itok=sMQ_Q0j6,"<p>ST. LOUIS, MO – At Vice President Mike Pence's recent speech at a vandalized Jewish cemetery, Trump supporters in the crowd were unsure how to react as Pence said something civil.</p><p>Scattered cheers and chants were heard from the crowd, but uncomfortable silence predominated when Pence started denouncing anti-Semitism.</p><p>“I voted for Trump and Pence, and I’ve been to many of their rallies,” said local resident Sam Jamerson. “It fires me up to hear them trash the dishonest media and crooked politicians. When I heard the Vice President was coming to town, I figured there would be more of that.”</p><p>Jamerson paused and frowned. “This is less my thing, though,” he said, regarding Pence’s speech condemning hatred and violence.</p><p>Other attendees shared Jamerson’s disconcertion. “I brought my ‘Build That Wall’ sign with me today, but it doesn’t really feel appropriate,” said Susan Morse. “Normally, I like to get the people near me chanting ‘Make America Great Again’ or ‘Lock Her Up.’ But when I tried that today, nobody joined in.""</p><p>As it became clear that Pence’s speech was not going to center around his usual themes, the confusion among attendees gave way to disappointment. “Don’t get me wrong, I love this administration,” said Jamerson. “It’s just, when I drove out here today, I was ready to get angry about Obamacare. This love-and-care-for-the-Jewish-community stuff is fine, I guess, but I like the old stuff better.”</p><p>Crowd enthusiasm reached a fever pitch when Pence singled out someone in attendance, but that excitement faded as people realized that Pence was merely welcoming the Missouri governor.  “I thought we were going to get to boo someone, maybe even spit at them,” said Morse. “What a bummer.”</p>",Mike Pence    wait what I expected some outrage    we still want to lock her up though right?
Planet Earth Passes Away After Benevolently Hosting Life for 3.8 Billion Years,World,12.jpg    http://satirev.org/sites/default/files/styles/large/public/field/image/earth.jpg?itok=tT2K4_b0    http://satirev.org/sites/default/files/styles/large/public/field/image/earth.jpg?itok=tT2K4_b0,"<div>This past <span data-term=""goog_1189876473"">Friday</span>, it was announced that, following a long battle against humanity, Planet Earth has finally passed away.</div><div> </div><div>Born and raised in the Solar System, the son of the Sun, the Earth was a lifelong fan of nature, National Geographic documentaries, and progressive carbon taxes. Sources close to the Earth say that, in recent years, the Earth felt that it was ""just going in circles,"" and had become resigned to its eventual death.</div><div> </div><div>“We really didn’t see it coming,” said Scott Pruitt, President Trump’s pick to lead the Environmental Protection Agency, despite overwhelming evidence of the environment’s decline in health over the past 150 years. “It’s tragic, but there’s really nothing we could have done,” Pruitt sighed as he shredded a copy of the Paris Agreement and removed the Climate Action Plan from the White House website. “Who would have known that pesticides and greenhouse gases were actually bad for the climate? Crazy, huh? Like, how was I supposed to make that connection?” Pruitt admits that Ernest Moniz, former Secretary of Energy, had warned about the dangers of global warming, but Pruitt had dismissed Moniz as “just another nuclear physicist who doesn’t know what he’s talking about.” Pruitt’s environmental policies were instead guided by Rick Perry, whom Pruitt praised as “someone who really knows his stuff.” </div><div> </div><div>“Our deepest condolences to the polar bears,” said Perry. “They’re probably pretty fucked now.”</div><div> </div><div>The Earth’s death comes after American reinvestment in oil and gas, and the construction of new coal plants across the country. “I mean, I know it’s a dying technology, and produces 39 percent of carbon dioxide emissions, but what else were we supposed to do? Invest in infrastructure for renewable energy, like a bunch of Chinese commies?” Pruitt laughed. “C’mon, we had a four percent unemployment rate! We needed to bring back those coal jobs!”</div><div> </div><div>Earth, which passed into oblivion to a chorus of “AMERICA FIRST!” chants, is survived by its wife of 4.53 billion years, the Moon; seven brothers and sisters, including Mars and Venus; and estranged half-sister, Pluto.</div><div><span style=""font-size: 13.008px;""><br/></span></div>",Earth    EPA    donald trump    Premature death
Annual Meeting of Victors Convene to Write History,World,13.png    http://satirev.org/sites/default/files/styles/large/public/field/image/image_11.png?itok=h3S0LGwk    http://satirev.org/sites/default/files/styles/large/public/field/image/image_11.png?itok=h3S0LGwk,"<div>CLEVELAND, OHIO — Continuing a time-honored tradition that has lasted since the formation of civilization in 4000 BC, millions of Victors from around the world flocked to Cleveland this past week to undertake the annual task of writing history.</div><div> </div><div>""It's a bit of a trip, but I always look forward to the annual convention,"" said Victor Thurgood of Orlando, Florida, who takes a week's vacation from his regular job of dolphin training each year to scribe the latest developments in Middle East politics for eternal posterity. ""I've made some lifelong friends while typing up notes on the Syrian refugee crisis that will become part of the historical canon for generations to come.""</div><div> </div><div>""Plus, the food is great,"" added Victor Chen. Chen, a dental hygienist from Toronto, Canada, is responsible for updating global primary source material on Madonna and ketchup. ""Mm, canapes.""</div><div> </div><div>The convention, in addition to boasting the impressive accomplishment of defining humankind's collective knowledge of the universe since the beginning of time, has had many noteworthy delegates in the past. This year, the event honored one of its most distinguished alumni: Victor Hugo, the famous 19th century novelist whose chronicles of revolutionary France are today popularly referred to as ""that one where the guy steals bread and everyone is sad. Also singing."" Less widely known is the fact that Hugo was a prolific contributor to the annual convention, authoring no fewer than 597 historical facts on succulents.</div><div> </div><div>At press time, several Victors expressed both sorrow and relief that that the event was coming to an end. ""I'll definitely miss the energy of this place,"" said Victor Silva, a licensed tree waterer from Brazil. ""But to be honest, I'm also excited to stop making any more editorial decisions on how the escalating threat of nuclear conflict between American and North Korea will unfold, at least until next year.""</div><div> </div>",Conventions    History    Victors    imagine the icebreakers
Barack Obama Appoints Moses Secretary of State  ,U.S.,14.jpg    http://satirev.org/sites/default/files/styles/large/public/field/image/barack-obama-appoints-moses.jpg?itok=JvMCFkWm    http://satirev.org/sites/default/files/styles/large/public/field/image/barack-obama-appoints-moses.jpg?itok=JvMCFkWm,"<p>Despite frequent criticisms of his<br/>
Middle East policy, President-Elect Barack Obama has taken a brazen step in<br/>
appointing one of the seminal figures in Judaism today to the highest foreign<br/>
policy position in the nation.</p><p>Representatives of the GOP have<br/>
been quick to issue criticism of Obama's decision. Joe Lieberman (ID-CT) spoke<br/>
to reporters earlier this week regarding speculation of Moses' appointment,<br/>
describing him as ""not the Jew to lead us through the 21<sup>st</sup><br/>
century.""</p><p>Senate Minority Leader Mitch McConnell<br/>
(R-KY) stated much more freely upon hearing the news, ""Let's be real;  the only<br/>
reason this man is not an ex-con is because the judicial system was so weak in<br/>
his heyday. He's murdered Egyptians, and that can't be good for our image out<br/>
there, in addition to cursing them with more plagues than I can easily count,<br/>
and we want to reward this man with an international relations post? I don't<br/>
think so, no way.""</p><p>Some of McConnell's Republican<br/>
allies, however, have expressed great enthusiasm at the fledgling president's<br/>
decision, most notably former presidential nominee John McCain (R-AZ). McCain<br/>
told reporters earlier today, ""I don't care what anybody says, this man is a war<br/>
hero, just like me. At least I was only in Hanoy for five years. Can you believe<br/>
he wandered the desert for forty?""</p><p>He furthered the comparison, stating, ""We can't deny his maverick status; he's a uniter, not a<br/>
divider, and he's respected by Muslims and Jews alike. Sure, he's a got a few<br/>
years on him, but I think men our age are actually sharper than the younger<br/>
generation. My only question is, if Barack Obama wanted somebody so much like<br/>
me, why didn't he just get me for the job?"" McCain's former vice presidential<br/>
nominee, too, stated with glee, ""It's great to see real Americans like Joe the<br/>
Plumber and Moses the Prophet getting involved in politics.""</p><p>The reaction from the population as<br/>
a whole also remains mixed. Pro-choicers have described Moses in recent years as<br/>
""'an old windbag who claims to talk to God more often than he talks to his<br/>
mother,' while pro-life groups take his anti-abortion stance with a grain of<br/>
salt, citing his involvement in the Egyptian Tenth Plague Scandal 2700 years<br/>
ago.</p><p>President Elect Obama also<br/>
expressed a degree of ambivalence. ""I respect the man, but we disagree on a good<br/>
number of things, generally stemming from the birth of Jesus Christ onwards. The<br/>
thing is, I like that about him. He brings a different view, which you've got to<br/>
expect with his level of experience. Moses governed the Israelites until he was<br/>
120, and he's arguably the first real legislator in recorded history. He's a<br/>
smart guy and I know we're both approaching our new jobs in a post-partisan<br/>
state of mind.""</p><p>An e-mail sent to Moses was not<br/>
initially returned in time for this article, though his publicist indicated in a<br/>
phone call with SatireV reporters that Moses is ""both honored and humbled to be<br/>
a part of this ""historic administration."" ""Neither locusts nor frogs will keep<br/>
Moses from crossing this sea of a challenge.""</p>",
An Open Letter to Drew Faust from Digress Harvard,Harvard,15.jpg    http://satirev.org/sites/default/files/styles/large/public/field/image/unnamed_9.jpg?itok=AMnXAp5C    http://satirev.org/sites/default/files/styles/large/public/field/image/unnamed_9.jpg?itok=AMnXAp5C,"<p>Dear President Faust:</p><p>As a liberal arts university—which historically was a place of learning focused on the seven artes liberales of Grammar, Rhetoric, Logic, Arithmetic, Geometry, Music, and Astronomy but now is more about the development of the student as an individual without necessarily focusing on any particular field—we have many obligations. Fossil Fuels—which is actually not using fossils like dinosaur footprints and leafs as fuel, though that would be pretty neat—are harmful to the environment (environment comes etymologically from Carlyle’s translations of the German Umgebung for “the state of being environed, or surrounded”). And President Faust, we need to keep our Umgebung whole.</p><p>Harvard needs to be careful about poking its endowment around the Umgebung. Our $35.883 billion endowment could be used to buy 5.381 TRILLION colorful beads from Amazon.com ($35 billion at $14.65 for a 22,000 count of beads. BOOM arithmetic baby! artes liberales maximoniousnessly!) For reference, the island of Manhattan was purchased by Dutch settlers from the Canarsee Indians (who did not actually have a rightful claim to the island, but only to the area now known as Brooklyn) in exchange for $24 worth of beads. If the value of Manhattan is worth $802.4 billion as it was in 2006, that comes up to $1.204 QUADRILLION BEADS! Now that is quadrillion as used in short scale countries (i.e. on the scale 10<sup>15</sup>, SI prefix peta-) rather than as used in long scale countries (which would be 10<sup>24</sup>, or one million million million million, SI prefix yotta-). Even though this short scale/long scale divide is based mostly in language—with English speaking countries aligning with the short scale and Dutch and Romance language-influenced areas using the long scale—all of that is beside the point, President Faust! What matters here is that the Dutch purchase of Manhattan was illegitimate. It would of course be an egregious error to claim that American Indian culture did not have an understanding of private property ownership and free market trade situations (cf. Miller, Robert J. 2002), but nevertheless the “sale” was most likely considered to be more of a lease on hunting and trading rights in the area!</p><p>How can we even begin to consider the value of the Island of Manhattan in terms of beads if we have to translate between two different ideological systems of property? With a Liberal Arts degree in Translation, of course! And that is why I want to thank you for officially recognizing the Hawaiian language as eligible to fulfill students’ language requirements. </p><p>E kōkua mai! Na Sietse ho'opa'ahao wau,</p><p>Natalie Portman</p>",Divest Harvard    Open Letter    Drew Faust
"Area Man Doesn't Win Nobel Prize, Disappointing Mom Again",Region,16.jpg    http://satirev.org/sites/default/files/styles/large/public/field/image/17280-the-front-of-a-nobel-prize-medal-pv.jpg?itok=eXSjoJ12    http://satirev.org/sites/default/files/styles/large/public/field/image/17280-the-front-of-a-nobel-prize-medal-pv.jpg?itok=eXSjoJ12,"<div>CAMBRIDGE, MA - In a move anticipated by the scientific community, local student Aidan Smith once again failed to win any of the Nobel prizes awarded in Stockholm last week, the latest in a series of disappointments for his mother. Despite being raised perfectly well, Aidan also has not received any Nobel prizes in any of the past several years, a trend of mediocrity that dates back to 1995, the year of his birth. Indeed, out of the myriad paths Aidan’s loving parents made available to him, Aidan seems to have chosen one that has not involved a single international organization recognizing him for his merit.</div><div> </div><div>Henrietta Smith neé Plinkett, Smith’s mother, had the following view of the situation. “After tens of thousands of dollars of private school and eighteen years of loving parental attention from both me and his father, certainly it’s not unreasonable for me to expect at least one Nobel prize at this point. I mean, come on, his second grade teacher talked to me for HOURS at our parent-teacher conference about how much promise he had. Hours!”</div><div> </div><div>When asked how he felt about the regrettable situation, Aidan responded, “Why would I even be in contention for winning the Nobel prize? I haven’t done anything that would even come close to warranting that, mostly because I’m still only 21 years old.”</div><div> </div><div>“Why are you even asking such a stupid question? Who are you, my mother?”</div>",Nobel prize    failure    Area Man    mom    DISAPPOINTED!
Jar Jar Binks-Centered Film Surprisingly Well Recieved,Everything Else,17.jpg    http://satirev.org/sites/default/files/styles/large/public/field/image/jar%20jar%20binks.jpg?itok=pO1OaCYk    http://satirev.org/sites/default/files/styles/large/public/field/image/jar%20jar%20binks.jpg?itok=pO1OaCYk,"<p style=""margin: 12pt 0in; line-height: 15pt;""><span style=""font-size: 10pt; font-family: 'Lucida Sans Unicode', sans-serif;"">Initially skeptical Star Wars fans were shocked earlier this week at their lack of outrage following the release of <em>Star Wars Episode VII: Call of the Gungan.</em></span></p><p style=""margin: 12pt 0in; line-height: 15pt;""><span style=""font-size: 10pt; font-family: 'Lucida Sans Unicode', sans-serif;"">“Huh,” said Henry Kaminer.</span></p><p style=""margin: 0in 0in 0.0001pt; line-height: 15pt;""><span style=""font-size: 10pt; font-family: 'Lucida Sans Unicode', sans-serif;""> Movie patrons streamed out of theaters early <span style=""border: 1pt none windowtext; padding: 0in;"">Friday</span> morning completely flummoxed by their unanticipated enjoyment of the two-hour movie, which follows Jar Jar Binks’s Shakespearean fall from grace at the hands of a scheming courtier in the Gungan capital.</span></p><p style=""margin: 12pt 0in; line-height: 15pt;""><span style=""font-size: 10pt; font-family: 'Lucida Sans Unicode', sans-serif;""> “Daniel Day Lewis can suck it,” said a disconcertedly ebullient Michael Hendricks. “That was better than <em>Lincoln, Gangs of New York</em>, and <em>The Last of the Mohicans</em> combined. Naboo-yah!”</span></p><p style=""margin: 12pt 0in; line-height: 15pt;""><span style=""font-size: 10pt; font-family: 'Lucida Sans Unicode', sans-serif;"">“I thought that the ‘To be-sa, o’ not to-be-sa’ speech would really fall flat, but I found myself tearing up,” said one fan, who asked to remain anonymous while he figures his shit out.  </span></p><p style=""margin: 12pt 0in; line-height: 15pt;""><span style=""font-size: 10pt; font-family: 'Lucida Sans Unicode', sans-serif;"">The last few days have witnessed an explosion of fan fiction based on the film, the majority focused on a charged moment between Jar Jar Binks and C3PO in the third act. Meanwhile, entrepreneurs are clamoring to be the first to put out a line of Jar Jar tie-in colognes.</span></p><p style=""margin: 12pt 0in; line-height: 15pt;""><span style=""font-size: 10pt; font-family: 'Lucida Sans Unicode', sans-serif;"">LucasFilms has already announced plans for a sequel, amid rumors that Short Round from the Indiana Jones series will play a starring role. </span></p><p> </p><p class=""MsoNormal""> </p>",jar jar    binks    Star Wars
Mike Napoli’s Beard Called for Obstruction,Region,18.jpg    http://satirev.org/sites/default/files/styles/large/public/field/image/Napoli-1.jpg?itok=7Bbf5Pnt    http://satirev.org/sites/default/files/styles/large/public/field/image/Napoli-1.jpg?itok=7Bbf5Pnt,"<p>BOSTON, MA- In a controversial play that decided Game Six of the 2013 World Series, Red Sox first baseman Mike Napoli’s beard was called for obstruction. With the bases loaded in the top of the ninth, Cardinals left fielder Matt Holliday visibly shied away from Napoli’s gargantuan beard. First base umpire Jim Joyce signaled an obstruction call, allowing all runners to advance and the Cardinals to score what would become the winning run.</p><p> <span style=""line-height: 1.538em;"">“It’s absurd,” Napoli commented, “Such a ridiculous call. Just because he doesn’t want to walk through my beard shouldn’t mean I have to dive out of the way. It wasn’t like I was making him touch it.”</span></p><p> <span style=""line-height: 1.538em;"">“I mean, you can make the intent argument, but it doesn’t make a difference in the end,” Joyce said after the game. “Whether or not Napoli meant to grow that gigantic beard, it was there and it was in the way. That’s it. Cardinals win.”</span></p><p> <span style=""line-height: 1.538em;"">Holliday was not reserved in stating his agreement with the call. “Of course I think it was the right call,” Holliday said, “[Napoli] can’t walk around shoving his beard in my face. There’s a reason you haven’t seen me with a beard. Those things scare the shit out of me.”</span></p>",Mike Napoli    Mike    Napoli    Sports    baseball    World Series    Boston    beard
Mass Hall Freshmen Kept Up Until 4 am by Drew Faust's Rager,Harvard,19.png    http://satirev.org/sites/default/files/styles/large/public/field/image/image-8.png?itok=RBQyEBi1    http://satirev.org/sites/default/files/styles/large/public/field/image/image-8.png?itok=RBQyEBi1,"<p>HARVARD YARD — This past Sunday, Massachusetts Hall residents were shocked to discover that the booming bass that had kept awake was in fact coming from the offices of Harvard’s President, Drew Gilpin Faust.</p><p>Interviewed on his way back from Lamont, one freshman spoke out.</p><p>“I thought that being in Mass Hall would suck because we wouldn’t be able to party with the president working right under us, but like… I had a pset to do,"" he said. ""I didn’t ask for this.”  </p><p>“I called my proctor and asked him if he could tell them to keep it down,” said another such freshman, rubbing her eyes. “When I heard Despacito played six times in a row, I assumed it was coming from the douchebags across the hall, but I guess it’s the overseer of our billion dollar endowment.” Reports of the lower floors of Mass Hall “stinking of weed” had been received as well.</p><p>A few freshmen spotted Faust rushing to the hallway bathroom with a sash that read “Divest THIS.” Despite whispers of a HUDS-sponsored keg, no one dared venture lower than the third floor because the party seemed, according to Mass Hall proctor Jonah, “just really f***ing weird.” However, all the freshmen were invited to attend the event according to a few staffers who managed to slur through the campus’ policy on exclusivity.</p><p> </p>",Drew Faust    party    Divest this
Newly Unemployed Shamu Alleged Whale-Fare Queen,Everything Else,20.jpg    http://satirev.org/sites/default/files/styles/large/public/field/image/maxresdefault.jpg?itok=-ksG2yHx    http://satirev.org/sites/default/files/styles/large/public/field/image/maxresdefault.jpg?itok=-ksG2yHx,"<p>San Diego, CA—Following SeaWorld’s announcement that it is ending its killer whale shows, grandiose rumors surround the show's former star. Shamu, now known in the sea animal community as a whale-fare queen, has reportedly already spent much of her first unemployment check on swanky living quarters.</p><p>“Her new place in the Pacific is so huge, it makes my tank here look like a kiddie pool,” commented an anonymous dolphin friend of Shamu. “And thanks to those food stamps, her fridge is completely packed with organic free-range salmon!”</p><p>Other stories about Shamu’s new standard of living concern her family planning. “I heard she’s gonna pop out one calf after another for the additional whale-fare benefits,” Wally the Walrus revealed to a group of tourists Friday afternoon. “Must be nice not having to get it on with so many people watching all the time,” he added, eyeing the SeaWorld employee leading Wanda the Walrus into his habitat display.</p><p>Recently released figures regarding Shamu’s increasing wealth indicate she receives veterans’ benefits on behalf of her many late whale husbands who died in training. With this income, she has allegedly purchased an XXXXXXXXXXXXXXXXXXXXL hammock to lie in while taunting the hard-working animals still employed at SeaWorld.</p><p>At press time, SeaWorld executives had privately expressed their disappointment that Shamu was not holding herself up to the standards of the “much more respectable Wyatt the White Whale.”</p>",shamu    seaworld    welfare    animal jealousy
Area Bagel Spread Too Thin,Region,21.jpg    http://satirev.org/sites/default/files/styles/large/public/field/image/Bagel-Plain-Alt.jpg?itok=SjmrfF9i    http://satirev.org/sites/default/files/styles/large/public/field/image/Bagel-Plain-Alt.jpg?itok=SjmrfF9i,"<p>CAMBRIDGE, MA — Local breakfast staple Plain Bagel bleu open her schedule for her family during the holiday season, but upon returning to work, Bagel has found herself spread too thin. </p><p>“It was so nice of [Plain Bagel] to spend Hanukkah with us,” said her siblings, the Einstein brothers, “but we wonder if her life would be less a-rye if she hadn’t.” </p><p>“Can’t talk, lox to do,” responded the busy carbohydrate. “I’ve got to make it to my great grain-dma’s birthday, but my boss said I’d be toast if I don’t ham up our annual meat-ing. And I need to make an appointment with my doctor — I think I have a yeast infection.” </p><p>Bagel’s overcrowded schedule has begun to affect her budding loaf life. “If she had thyme, I’d take her to the ocean to spice things up for our anniversary,” lamented Bagel’s boyfriend, Italian Breadstick. “She's always wanted to see a bay gull, but I guess we can’t be bae goals.” </p><p>After hearing her boyfriend’s concerns, Plain Bagel rolled off in a panic, shouting, “Sorry, I’ve got to asia-go!” </p><p><span style=""font-size: 13.008px;""><br/></span></p>",Area bagel    Bae goals    Regional pastries
"Dance, Monkey, Dance",Harvard,22.jpg    http://satirev.org/sites/default/files/styles/large/public/field/image/Prepare-For-College-Interview-1.jpg?itok=cdEP7sX-    http://satirev.org/sites/default/files/styles/large/public/field/image/Prepare-For-College-Interview-1.jpg?itok=cdEP7sX-,"<p>By Your Campus Recruiter</p><p>Ah, recruiting season. I’ll let you all in on a little secret: this is my favorite time of the year. I know how much students hate recruiting season. But I’ll be honest, it’s just so much fun for a campus recruiter like me. Sure, I had to go through this song and dance once upon a time, but now I get to be the puppet master!</p><p>There’s nothing like watching you jump through every hoop I set in front of you. Information and networking session? I know you’ll be there. You’ll sign up for coffee chats, in the hopes that I’ll somehow remember you in the sea of college students eager to impress me. You’ll bring along your leather organizers filled with copies of your resume that enumerates all the useless internships and extracurriculars that you've done up until now. The second you’re out of eyesight, I’ll skim it to see what you’ve screwed up. Let’s be real– I always know within the first 23 seconds of reading it whether you're wasting my time. And you almost always are!</p><p>Just looking through the most recent batch, one kid forgot to change a company’s name on his cover letter. I'll look at the kid's name, say a different name out loud, and then toss it into the fire. That's how I have fun!</p><p>I always make sure to check the skills section too, as that’s normally good for a laugh. You are proficient in PowerPoint and Excel? Holy shit! Gary, get over here, quick! We got a fucking genius! That was sarcasm, because these are skills that literally everyone has.</p><p>Once we find the least terrible candidates, the interviews start. This part can be a chore, but it helps us weed out all of you who look good on paper but lack important characteristics, such as a personality. </p><p>After several agonizing rounds, we’ll narrow the group down. (Note that those thank-you emails you send us after the interviews sound just as insincere as you fear they do.) Eventually, we’ll find a couple of decent candidates who aren’t you, and as you refresh your inbox obsessively, you’ll eventually get an email letting you down gently. I know it probably sucks that you can’t find a job and your entire life-plan has been flushed down the shitter, but think of how much it would suck for us if we hired you.</p><p>Isn't it amazing that I can predict all of this down to a T? It almost makes you think all of this is scripted, that you are navigating an impossible maze that I have crafted for you, that you do as I say, and want what I want you to want. </p><p>Uh oh, it appears I've said too much. Dance, monkey, dance!</p><p> </p>",Campus Recruiting    OCS    crippling insecurity
Attention All Pigeons: I Am Your God Now,Opinion,23.jpg    http://satirev.org/sites/default/files/styles/large/public/field/image/child-1418194_960_720.jpg?itok=6tB5fAVO    http://satirev.org/sites/default/files/styles/large/public/field/image/child-1418194_960_720.jpg?itok=6tB5fAVO,"<div>By a 6-year-old</div><div> </div><div>Hi, pigeons. Birdies. Bony, feathered worms of the sky. I have something to tell you: I am your God now.</div><div> </div><div>I control you. When I run towards you in my light-up velcro Sketchers, you will fly up in the air in terror and land a few feet away. When I yell at you, you will fly up in the air in terror and land a few feet away. When I throw French fries at you, you will fly up in the air in terror and land a few feet away. When anything enters a three-foot radius of you, you will fly up in the air in terror and land a few feet away.</div><div> </div><div>You might ask, “What does a six-year-old know about being God of birds?” Good question. For your information, I once ate an entire package of bird seed. Mommy had to call poison control.</div><div> </div><div>From now on, you guys all have to live under Mommy and Daddy’s roof like I, your God, does. We live by the rules there. Rule one: <span data-term=""goog_1052211770"">8 p.m.</span> bedtime. Rule two: No minecraft on weekdays. Rule three: Boys aren’t supposed to cry when Tommy O’Brian makes fun of you for peeing your pants on the first day of preschool.</div><div> </div><div>Capeesh? Capeesh.</div><div> </div><div>Now, if you'll excuse me, I have important God things to do. Like drinking Juicy Juice.</div>",Pigeons    God child    bony feathered worms of the sky
"Jeb Bush: Believe Me, I’m Tough",U.S.,24.jpg    http://satirev.org/sites/default/files/styles/large/public/field/image/16687889895_5eaae12718_z.jpg?itok=qtwNFEV9    http://satirev.org/sites/default/files/styles/large/public/field/image/16687889895_5eaae12718_z.jpg?itok=qtwNFEV9,"<p>Recent allegations have surfaced that I am not tough. Ask anyone who really knows me though and you’ll hear the truth: I’m the hardest, meanest son of a gun ever to walk this earth.</p><p>I’ve always had a “don’t mess with me” attitude. In seventh grade I once fought a kid and beat him up so bad that he moved to another country where he can never be located or contacted or anything so don’t try to find him because you won’t be able to. No one saw it, but it happened. And I swear to God if he shows his face again I’ll send him to another solar system.</p><p>I’ve got grit. The kind of grit that makes you push through pain even when every last nerve in your body screams at you to stop. Ever heard of Navy SEAL training? Well I played Angry Birds on my iPhone for four straight days until I beat the game.</p><p>Just yesterday morning I woke up at 6:30 a.m., drove to the hardware store, bought a 12-pack of steel nails and snacked on them <em>before</em> breakfast. I eat nails before breakfast. Anyone can eat nails for breakfast, but for me it’s just the appetizer. I usually follow it up by brushing my teeth and rinsing my mouth with orange juice just to make sure I get my daily dose of pain.</p><p>So you might ask, “Is Jeb Bush tough enough to become president of the United States?” Yes, I am. To this question, I respond with some questions of my own: If a tree falls in the forest and no one is around to hear it, does it make a sound? Is the dress white and gold? Does life exist somewhere else in the universe? I think you know the answer.</p><p>Believe me, I’m tough.</p><p> </p><p><em>Image source: Gage Skidmore/Flickr</em></p><p> </p>",Jeb Bush    Republican    election 2016
Kim Jong-Il Finally Receives Entrance Into Nuclear Club,World,25.jpg    http://satirev.org/sites/default/files/styles/large/public/field/image/kim-jong-il-finally-receives-entrance.jpg?itok=UYYFprZr    http://satirev.org/sites/default/files/styles/large/public/field/image/kim-jong-il-finally-receives-entrance.jpg?itok=UYYFprZr,"<p>LOS ALAMOS, NM — Years after starting his country’s nuclear program, North Korean dictator Kim Jong-Il has finally joined the exclusive Nuclear Club. Following confirmation of the North Korean nuclear test on October 9th, acting Club Chair George W. Bush officially extended an invitation to the idiosyncratic leader of the newly-nuclear Communist regime, which was quickly accepted by the diminutive dictator. In accordance with club by-laws, Kim Jong-Il’s entry was sponsored by two current members, Russian President Vladimir Putin and Chinese President Hu Jintao, both of whom wrote glowing letters of recommendation.</p><p>Kim Jong-Il has long coveted an invitation to the Club. Following his initiation into the group, he was overheard saying to one of his aides, “I don’t know if the guys over at the Nuclear Club knew just how much this meant to me. I’ve been itching to get inside those club gates ever since the club lobbied for the Nuclear Non-Proliferation Treaty to limit membership to, you know, the right kind of people.” He added, “I can’t wait to tee off on their Three Mile Island golf course.”</p><p>Besides the golf course, the club also has numerous other amenities for the select few who claim membership. These luxuries include fine wines and cigars, gym facilities, cheap and clean power, a light-water Jacuzzi, and of particular interest to the Dear Leader, complimentary hair-styling. The price for membership is high, and requires onerous amounts of spending on the military-industrial complex. According to Kim-Jong Il, “It’s not easy to pay dues; I have people starving in the streets. But it’s so worth it to have that special place where you can just get away from the world.”</p><p>Discussions for admitting any new member are rough, but the turmoil surrounding the North Korean leader’s admission was particularly divisive. While current member Hu Jintao was a strong advocate for admission, acting Club Chair George W. Bush expressed reservations. “He’s a fine man, but he mingles with the wrong set,” said President Bush, in records of a secret board meeting leaked to Satire V. “Plus, I don’t know if I would want a member who might consider Spot a delicious meal.” Spot, President Bush’s English Springer Spaniel, was unavailable for comment.</p><p>Several other leaders are currently pursuing sponsorship, but as of now it’s unclear whether the Nuclear Club is ready for any new blood. Mahmoud Ahmadinejad, President of Iran, has been seeking membership for some time now and obtained sponsorship from Vladimir Putin. While most agree that Iran will gain membership, it most likely will not be accepted for several years.</p><p>The proposed admission of Ehud Olmert, Prime Minister of Israel, is also a perpetual source of conflict. Says Club Chair Bush, “While we’re not your grandfather’s nuclear club, certain rules must never change. Sure, they designed and built the things, but I still have to insist: no Jews.”</p>",
Obama Victory Robs Obama Supporter of Purpose ,U.S.,26.jpg    http://satirev.org/sites/default/files/styles/large/public/field/image/obama-victory-robs-obama.jpg?itok=7Z_e7_fV    http://satirev.org/sites/default/files/styles/large/public/field/image/obama-victory-robs-obama.jpg?itok=7Z_e7_fV,"<div>After spending his days watching CNN, reading political blogs, and actually meeting the man himself, even if only once, Alan Donahue, a former middle school English teacher, is utterly bored and purposeless now that Barack Obama is America's president.</div><div></div><div>""I was so excited when he won. That is, when we won,"" says Alan. ""I was celebrating with all of my friends and got so excited that I got drunk. Well, I was actually alone, but I was still pretty drunk. Barack's election was still really exciting though.""</div><div></div><div>He continues, ""A couple of days later I got a thank-you photo from the campaign for my contribution. They jammed it into my P.O Box and it got slightly folded, which still means all the way ruined. Not only was it generically addressed to ""Friend"", it also wasn't actually signed by Barack. He couldn't spare the time?""</div><div></div><div>Since then, Alan has lost the passion that kept him going in life. With CNN focusing on the economic recession, which has completely spared the already unemployed Alan, he no longer watches television. ""I don't know what I'm going to do now,"" says Alan. ""I call it ennui.""</div><div></div><div>Nonetheless, as of this writing, Alan has seemed to have found a new hobby: whittling. Specifically, he likes to whittle little wooden boats that he enters into races. He states, ""The best thing about my races is that I always win. No one can beat me."" With extra enthusiasm he continues, ""In fact, no one even tries.""</div>",
